Accession	Evidence	ChEBI-ID	Position
P27431	ECO:0000269	CHEBI:24875	125
P00437	ECO:0000269	CHEBI:24875	109
P00445	ECO:0000269	CHEBI:23378	121
O76083	ECO:0007744	CHEBI:29105	353
Q9C9G4	ECO:0000269	CHEBI:60240	85
Q9C9G4	ECO:0000269	CHEBI:60240	72
Q9C9G4	ECO:0007744	CHEBI:60240	157
P0C581	ECO:0007744	CHEBI:29105	525
Q9SU24	ECO:0000269	CHEBI:29105	194
Q9Y235	ECO:0000269	CHEBI:29105	60
P05937	ECO:0000269	CHEBI:29108	115
Q01770	ECO:0000269	CHEBI:49883	19
P50591	ECO:0007744	CHEBI:29105	230
Q9P903	ECO:0007744	CHEBI:29105	358
Q9P903	ECO:0007744	CHEBI:29105	199
Q3U8K7	ECO:0007744	CHEBI:29105	325
P24931	ECO:0007744	CHEBI:29034	177
P37352	ECO:0007744	CHEBI:60240	307
Q9Y3Z3	ECO:0000269	CHEBI:29105	167
P05020	ECO:0007744	CHEBI:29105	103
P56406	ECO:0000269	CHEBI:29105	87
H2QL32	ECO:0007744	CHEBI:29105	353
Q9Y2J8	ECO:0000269	CHEBI:29108	408
P49594	ECO:0007744	CHEBI:18420	370
P49594	ECO:0000269	CHEBI:18420	370
P63228	ECO:0000269	CHEBI:18420	137
Q00456	ECO:0000269	CHEBI:24875	134
Q00456	ECO:0000269	CHEBI:24875	137
O61363	ECO:0007744	CHEBI:23378	2675
Q9UK53	ECO:0007744	CHEBI:29105	396
Q9UHI8	ECO:0000269	CHEBI:29108	344
P63088	ECO:0000269	CHEBI:29035	173
P31353	ECO:0007744	CHEBI:18420	225
Q9H9S5	ECO:0007744	CHEBI:18420	364
Q9H9S5	ECO:0007744	CHEBI:29105	317
P63088	ECO:0000269	CHEBI:29035	124
A0A2D0TC04	ECO:0007744	CHEBI:60240	286
A0A2D0TC04	ECO:0000269	CHEBI:60240	286
A0A0H2WWB5	ECO:0007744	CHEBI:18420	196
O76083	ECO:0000269	CHEBI:29105	462
Q9LIR4	ECO:0000269	CHEBI:18420	174
P36649	ECO:0000269	CHEBI:23378	141
P36649	ECO:0007744	CHEBI:23378	141
Q9ZCD3	ECO:0000269	CHEBI:60240	106
B8YB53	ECO:0000269	CHEBI:29105	146
B8YB53	ECO:0000269	CHEBI:18420	456
P12476	ECO:0000269	CHEBI:29108	231
P12268	ECO:0000269	CHEBI:29103	331
P95649	ECO:0007744	CHEBI:18420	8
Q8GC87	ECO:0000269	CHEBI:49883	81
Q9BPX6	ECO:0000269	CHEBI:29108	421
G4T4R7	ECO:0007744	CHEBI:18420	277
F4KIX0	ECO:0007744	CHEBI:24875	388
F4KIX0	ECO:0007744	CHEBI:29105	503
P10820	ECO:0000269	CHEBI:29108	490
Q9UK53	ECO:0000269	CHEBI:29105	369
Q9UK53	ECO:0007744	CHEBI:29105	356
O09460	ECO:0000269	CHEBI:29035	206
O06994	ECO:0000269	CHEBI:29108	20
O00408	ECO:0007744	CHEBI:29105	696
P28184	ECO:0000269	CHEBI:60240	67
O15865	ECO:0007744	CHEBI:29108	499
O15865	ECO:0000269	CHEBI:29108	499
O15865	ECO:0000269	CHEBI:29108	394
P28184	ECO:0007744	CHEBI:60240	42
Q859P9	ECO:0000269	CHEBI:18420	1948
Q8TL28	ECO:0000269	CHEBI:29108	263
Q84V36	ECO:0007744	CHEBI:29108	25
Q84V36	ECO:0007744	CHEBI:29108	32
Q84V36	ECO:0000269	CHEBI:29108	58
Q868M7	ECO:0007744	CHEBI:29108	269
Q868M7	ECO:0007744	CHEBI:18420	275
Q3E840	ECO:0007744	CHEBI:24875	27
Q50497	ECO:0007744	CHEBI:24875	87
P06988	ECO:0000269	CHEBI:29105	360
P42084	ECO:0000269	CHEBI:29105	324
Q9R0N7	ECO:0007744	CHEBI:29108	303
Q9R0N7	ECO:0007744	CHEBI:29108	359
P00897	ECO:0000269	CHEBI:18420	360
Q9NX46	ECO:0007744	CHEBI:18420	76
P83794	ECO:0000269	CHEBI:190135	129
Q47746	ECO:0007744	CHEBI:29105	188
Q60GU1	ECO:0000269	CHEBI:29105	10
Q60GU1	ECO:0000269	CHEBI:29105	8
O58389	ECO:0000269	CHEBI:29105	103
O58389	ECO:0000269	CHEBI:29105	111
O58389	ECO:0007744	CHEBI:29105	100
Q96SW2	ECO:0007744	CHEBI:29105	394
P23905	ECO:0007744	CHEBI:29108	161
P00789	ECO:0000269	CHEBI:29108	600
P00789	ECO:0000269	CHEBI:29108	556
A0A096P8D3	ECO:0000269	CHEBI:18420	319
O95551	ECO:0000269	CHEBI:18420	152
Q13415	ECO:0000269	CHEBI:18420	621
Q4A724	ECO:0000269	CHEBI:29105	24
Q4A724	ECO:0000269	CHEBI:29105	153
Q4A724	ECO:0000269	CHEBI:29105	272
Q96533	ECO:0000269	CHEBI:29105	70
F7IX06	ECO:0000269	CHEBI:29108	243
P41180	ECO:0000269	CHEBI:29108	87
Q9ZP19	ECO:0000269	CHEBI:23378	109
A3MTK6	ECO:0000269	CHEBI:190135	209
A0NLY7	ECO:0007744	CHEBI:29035	77
P14756	ECO:0000269	CHEBI:29105	361
A7GBG3	ECO:0007744	CHEBI:29105	231
Q9LUV2	ECO:0000269	CHEBI:18420	40
Q16775	ECO:0000269	CHEBI:29105	102
Q04609	ECO:0007744	CHEBI:29105	553
Q04609	ECO:0007744	CHEBI:29105	425
Q66479	ECO:0000269	CHEBI:29105	918
P51688	ECO:0007744	CHEBI:29108	32
Q7ZWC3	ECO:0007744	CHEBI:18420	100
Q7ZWC3	ECO:0000269	CHEBI:18420	100
O33599	ECO:0000269	CHEBI:29105	293
O42187	ECO:0007744	CHEBI:29108	64
Q21FJ0	ECO:0007744	CHEBI:29105	464
P82610	ECO:0000269	CHEBI:29105	659
P82610	ECO:0007744	CHEBI:29105	679
P62068	ECO:0007744	CHEBI:29105	185
Q9NQV7	ECO:0007744	CHEBI:29105	798
Q9NQV7	ECO:0007744	CHEBI:29105	219
P34179	ECO:0000269	CHEBI:29108	198
P45574	ECO:0000269	CHEBI:49883	284
P45574	ECO:0007744	CHEBI:49883	284
P0A415	ECO:0000269	CHEBI:49883	54
P0A993	ECO:0000269	CHEBI:18420	89
Q97UA0	ECO:0000269	CHEBI:18420	150
O77698	ECO:0007744	CHEBI:24875	79
O77698	ECO:0007744	CHEBI:24875	111
O77698	ECO:0000269	CHEBI:24875	545
Q9KI13	ECO:0007744	CHEBI:29108	297
P02671	ECO:0000269	CHEBI:29108	791
Q13563	ECO:0007744	CHEBI:29108	763
Q13563	ECO:0007744	CHEBI:29108	774
P9WKZ1	ECO:0000269	CHEBI:24875	252
Q5PPM0	ECO:0000269	CHEBI:29108	118
P0DQT6	ECO:0007744	CHEBI:29108	195
O81192	ECO:0000269	CHEBI:18420	504
Q3J5L6	ECO:0007744	CHEBI:18420	141
Q9KVG7	ECO:0000269	CHEBI:18420	131
Q97VT7	ECO:0000269	CHEBI:24875	256
P78536	ECO:0000269	CHEBI:29105	409
Q9NUN7	ECO:0000269	CHEBI:29105	217
O18823	ECO:0000269	CHEBI:29108	183
O14638	ECO:0007744	CHEBI:29108	758
Q9NUN7	ECO:0007744	CHEBI:29108	19
Q9Y3Q0	ECO:0007744	CHEBI:29108	262
P37064	ECO:0000269	CHEBI:23378	60
P06633	ECO:0007744	CHEBI:29035	162
P06633	ECO:0000269	CHEBI:29035	187
P06633	ECO:0000269	CHEBI:29035	186
O14607	ECO:0000269	CHEBI:29105	1305
Q6QGP7	ECO:0000269	CHEBI:29105	73
O14960	ECO:0000269	CHEBI:29105	53
Q13822	ECO:0000269	CHEBI:29108	740
A9CH39	ECO:0007744	CHEBI:49883	350
B5HDJ6	ECO:0007744	CHEBI:18420	228
Q9X721	ECO:0007744	CHEBI:29105	527
Q9X721	ECO:0000269	CHEBI:29105	527
Q5VWG9	ECO:0007744	CHEBI:29105	912
F1QCV2	ECO:0000269	CHEBI:29105	267
Q980Z8	ECO:0007744	CHEBI:29105	45
P9WP21	ECO:0000269	CHEBI:18420	166
P0DJQ3	ECO:0007744	CHEBI:29035	121
Q9V1G0	ECO:0000269	CHEBI:29105	61
Q9V1G0	ECO:0000269	CHEBI:29105	64
Q9V1G0	ECO:0007744	CHEBI:29105	76
P0A433	ECO:0000269	CHEBI:29105	301
P00428	ECO:0000269	CHEBI:29105	93
P34059	ECO:0000269	CHEBI:29108	79
P97030	ECO:0007744	CHEBI:49883	247
P53582	ECO:0000269	CHEBI:60240	327
Q9CAJ0	ECO:0007744	CHEBI:29035	492
O94580	ECO:0007744	CHEBI:29105	206
O75592	ECO:0000269	CHEBI:29105	4658
O75592	ECO:0000269	CHEBI:29105	4448
O75592	ECO:0000269	CHEBI:29105	4587
P04355	ECO:0000269	CHEBI:60240	29
P04355	ECO:0007744	CHEBI:60240	19
P04355	ECO:0000269	CHEBI:60240	5
Q58346	ECO:0007744	CHEBI:29035	10
A8BQJ3	ECO:0000269	CHEBI:29035	404
P49598	ECO:0000269	CHEBI:29035	380
A0A0H3NK84	ECO:0007744	CHEBI:29035	225
A0A0H3NK84	ECO:0000269	CHEBI:29035	225
P67272	ECO:0000269	CHEBI:29105	329
Q58346	ECO:0000269	CHEBI:49786	10
Q9HTR2	ECO:0000269	CHEBI:18420	53
P02788	ECO:0000269	CHEBI:29034	414
Q9NQW7	ECO:0007744	CHEBI:29035	415
P15086	ECO:0000269	CHEBI:29105	176
Q03164	ECO:0000269	CHEBI:29105	3964
Q03164	ECO:0007744	CHEBI:29105	1155
P93157	ECO:0007744	CHEBI:29108	255
P47709	ECO:0007744	CHEBI:29108	631
Q9LLQ2	ECO:0000269	CHEBI:29108	35
Q1JUQ1	ECO:0000269	CHEBI:49883	197
P07788	ECO:0000269	CHEBI:23378	155
P07788	ECO:0007744	CHEBI:23378	493
P24627	ECO:0000269	CHEBI:29034	452
Q64610	ECO:0000269	CHEBI:29105	209
Q9HJ28	ECO:0000269	CHEBI:29105	350
O76074	ECO:0000269	CHEBI:29105	653
Q64610	ECO:0007744	CHEBI:29108	764
Q64610	ECO:0000269	CHEBI:29108	764
Q96Y68	ECO:0007744	CHEBI:18420	120
Q8ZKR2	ECO:0007744	CHEBI:29103	246
P15303	ECO:0000269	CHEBI:29105	61
P06756	ECO:0007744	CHEBI:29108	449
P00630	ECO:0007744	CHEBI:29108	41
P02621	ECO:0007744	CHEBI:29108	55
P02621	ECO:0007744	CHEBI:29108	101
P00741	ECO:0007744	CHEBI:29108	63
P0AC81	ECO:0000269	CHEBI:49786	56
P9WKK7	ECO:0000269	CHEBI:18420	153
P0A6K3	ECO:0000269	CHEBI:24875	133
P13280	ECO:0007744	CHEBI:29035	212
P24146	ECO:0000269	CHEBI:29035	131
P0DUJ8	ECO:0007744	CHEBI:29035	340
P50097	ECO:0000269	CHEBI:29103	487
P50097	ECO:0000269	CHEBI:29103	486
P50097	ECO:0000269	CHEBI:29103	316
Q07075	ECO:0007744	CHEBI:29105	416
P36152	ECO:0000269	CHEBI:49883	314
P54308	ECO:0000269	CHEBI:29035	403
P9WN85	ECO:0000269	CHEBI:29105	85
P9WN85	ECO:0000269	CHEBI:29105	88
P51512	ECO:0007744	CHEBI:29105	195
P51512	ECO:0007744	CHEBI:29105	221
Q8AVA3	ECO:0000269	CHEBI:29105	106
P86624	ECO:0000269	CHEBI:29108	12
P15289	ECO:0007744	CHEBI:29108	30
P51512	ECO:0007744	CHEBI:29108	201
P02679	ECO:0007744	CHEBI:29108	344
Q04371	ECO:0007744	CHEBI:29035	254
Q9LJL3	ECO:0000269	CHEBI:29105	262
P46883	ECO:0007744	CHEBI:29108	708
P46883	ECO:0000269	CHEBI:29108	563
Q9I4G8	ECO:0000269	CHEBI:24875	382
Q9I4G8	ECO:0000269	CHEBI:24875	555
P04115	ECO:0007744	CHEBI:29108	346
Q837K0	ECO:0000269	CHEBI:29105	58
Q837K0	ECO:0000269	CHEBI:29105	270
Q1LRY0	ECO:0007744	CHEBI:18420	262
O70348	ECO:0000269	CHEBI:18420	254
A8IKD2	ECO:0000269	CHEBI:18420	341
Q9UHD1	ECO:0000269	CHEBI:29105	42
Q9UHD1	ECO:0007744	CHEBI:29105	10
Q9UHD1	ECO:0000269	CHEBI:29105	10
Q9UHD1	ECO:0000269	CHEBI:29105	59
P39116	ECO:0000269	CHEBI:29108	248
Q8NBK3	ECO:0000269	CHEBI:29108	275
P02802	ECO:0007744	CHEBI:60240	24
P02802	ECO:0007744	CHEBI:60240	50
P02802	ECO:0007744	CHEBI:60240	21
O09053	ECO:0000269	CHEBI:18420	76
Q57986	ECO:0007744	CHEBI:18420	24
P42849	ECO:0000269	CHEBI:23378	44
P67775	ECO:0000269	CHEBI:29035	167
Q76NL8	ECO:0000269	CHEBI:29105	133
P39377	ECO:0000269	CHEBI:29105	230
P23743	ECO:0000269	CHEBI:29108	174
P68530	ECO:0000269	CHEBI:18420	198
P68530	ECO:0000269	CHEBI:23378	207
P03265	ECO:0007744	CHEBI:29105	355
P03265	ECO:0007744	CHEBI:29105	398
P27958	ECO:0007744	CHEBI:29105	1123
Q46864	ECO:0000269	CHEBI:29105	6
Q970L2	ECO:0007744	CHEBI:29105	148
Q97R46	ECO:0000269	CHEBI:29108	227
Q8R426	ECO:0000269	CHEBI:29108	194
P19801	ECO:0000269	CHEBI:29108	653
P19801	ECO:0000269	CHEBI:29108	656
Q05957	ECO:0007744	CHEBI:18420	109
P71875	ECO:0000269	CHEBI:190135	69
P00326	ECO:0007744	CHEBI:29105	68
P0AB87	ECO:0007744	CHEBI:29105	155
Q93LQ6	ECO:0007744	CHEBI:29108	241
Q56222	ECO:0000269	CHEBI:49883	400
P02246	ECO:0000269	CHEBI:24875	54
Q59109	ECO:0007744	CHEBI:49883	267
P18055	ECO:0007744	CHEBI:60240	45
P18055	ECO:0000269	CHEBI:60240	14
P18055	ECO:0000269	CHEBI:60240	34
P18055	ECO:0000269	CHEBI:60240	35
Q97TX9	ECO:0000269	CHEBI:29035	114
P53686	ECO:0000269	CHEBI:29105	146
Q21A54	ECO:0000269	CHEBI:29105	109
P63328	ECO:0000269	CHEBI:29105	199
P94692	ECO:0000269	CHEBI:29108	1059
P94692	ECO:0000269	CHEBI:49883	812
Q55389	ECO:0000269	CHEBI:49883	77
P13272	ECO:0007744	CHEBI:190135	217
O23346	ECO:0000269	CHEBI:29035	238
A0A0H3JUU7	ECO:0000269	CHEBI:29105	205
A0A0H3JUU7	ECO:0000269	CHEBI:29105	224
Q9H2H0	ECO:0000269	CHEBI:29105	142
Q7WTU0	ECO:0007744	CHEBI:49883	96
Q7WTU0	ECO:0007744	CHEBI:49883	61
G3XD28	ECO:0007744	CHEBI:18420	112
O67883	ECO:0000269	CHEBI:18420	27
B0F481	ECO:0007744	CHEBI:18420	51
Q9DCN1	ECO:0007744	CHEBI:18420	370
C0HJX1	ECO:0000269	CHEBI:29035	131
F1QXD3	ECO:0007744	CHEBI:29105	128
Q9DCN1	ECO:0007744	CHEBI:29105	307
Q22942	ECO:0007744	CHEBI:29108	323
O31527	ECO:0007744	CHEBI:29108	383
O31527	ECO:0000269	CHEBI:29108	193
O31527	ECO:0007744	CHEBI:29108	354
O31527	ECO:0000269	CHEBI:29108	197
C0HJX1	ECO:0000269	CHEBI:29108	142
Q2RVS1	ECO:0007744	CHEBI:29108	34
A0A0H2UNG0	ECO:0007744	CHEBI:29108	832
Q8RDH4	ECO:0000269	CHEBI:49883	298
F9VMT6	ECO:0000269	CHEBI:18420	94
F9VMT6	ECO:0000269	CHEBI:18420	233
F9VMT6	ECO:0000269	CHEBI:18420	18
B3PDB1	ECO:0000269	CHEBI:18420	210
P12530	ECO:0000269	CHEBI:24875	361
P09884	ECO:0007744	CHEBI:29105	1371
P26313	ECO:0000269	CHEBI:29105	467
P61092	ECO:0000269	CHEBI:29105	121
P61092	ECO:0000269	CHEBI:29105	105
O94197	ECO:0000269	CHEBI:29108	376
P86352	ECO:0007744	CHEBI:29035	137
Q5U311	ECO:0000269	CHEBI:29105	283
Q8WTT0	ECO:0000269	CHEBI:29108	194
P86352	ECO:0000269	CHEBI:29108	128
P0DV40	ECO:0000269	CHEBI:29035	291
O30033	ECO:0000269	CHEBI:29105	162
P16154	ECO:0000269	CHEBI:29105	545
P63098	ECO:0000269	CHEBI:29108	147
P63098	ECO:0007744	CHEBI:29108	74
P0DV40	ECO:0007744	CHEBI:29108	292
P0DV40	ECO:0000269	CHEBI:29108	292
P33187	ECO:0007744	CHEBI:48775	18
P33187	ECO:0007744	CHEBI:48775	45
P45494	ECO:0000269	CHEBI:29105	177
P0A8M3	ECO:0000269	CHEBI:29105	511
A3DHD2	ECO:0007744	CHEBI:29108	154
A3DHD2	ECO:0007744	CHEBI:29108	153
Q8WVQ1	ECO:0000269	CHEBI:29108	169
P62168	ECO:0007744	CHEBI:29108	111
P62168	ECO:0000269	CHEBI:29108	84
Q7Z4H3	ECO:0007744	CHEBI:60240	49
Q10712	ECO:0000269	CHEBI:18420	347
Q10712	ECO:0007744	CHEBI:18420	429
P22337	ECO:0000269	CHEBI:24875	176
Q86500	ECO:0000269	CHEBI:29105	1178
Q15326	ECO:0007744	CHEBI:29105	258
Q9Y2K7	ECO:0000269	CHEBI:29105	620
Q60053	ECO:0007744	CHEBI:29108	31
Q60053	ECO:0007744	CHEBI:29108	305
Q8CG72	ECO:0000269	CHEBI:18420	322
P80256	ECO:0000269	CHEBI:29105	27
O16025	ECO:0000269	CHEBI:29108	416
P35670	ECO:0000269	CHEBI:49552	578
Q8RSQ2	ECO:0000269	CHEBI:18420	301
P55263	ECO:0007744	CHEBI:18420	49
O77811	ECO:0000269	CHEBI:29034	439
Q8U1N9	ECO:0000269	CHEBI:29035	173
P10342	ECO:0007744	CHEBI:29108	285
P10342	ECO:0000269	CHEBI:29108	154
P46065	ECO:0000269	CHEBI:29108	144
P46065	ECO:0000269	CHEBI:29108	111
P46065	ECO:0000269	CHEBI:29108	70
P16276	ECO:0000269	CHEBI:49883	385
Q6JXI5	ECO:0000269	CHEBI:18420	188
Q6JXI5	ECO:0000269	CHEBI:18420	191
P0C7P0	ECO:0007744	CHEBI:190135	62
P9WML9	ECO:0000269	CHEBI:29035	177
P06279	ECO:0007744	CHEBI:29101	237
P78325	ECO:0000269	CHEBI:29105	344
Q9Z4J7	ECO:0000269	CHEBI:29108	213
Q9FHP6	ECO:0000269	CHEBI:29108	73
O43323	ECO:0007744	CHEBI:29108	127
P07598	ECO:0007744	CHEBI:49883	378
Q92871	ECO:0000269	CHEBI:18420	232
Q9UGB7	ECO:0000269	CHEBI:24875	123
J3F2B0	ECO:0000269	CHEBI:29105	605
D0EM77	ECO:0000269	CHEBI:29105	155
Q9UJS0	ECO:0007744	CHEBI:29108	70
P00692	ECO:0000269	CHEBI:29101	190
E9Q555	ECO:0000269	CHEBI:29105	3967
E9Q555	ECO:0000269	CHEBI:29105	3985
P00806	ECO:0000269	CHEBI:29105	18
P00806	ECO:0000269	CHEBI:29105	123
P00692	ECO:0007744	CHEBI:29108	225
P00692	ECO:0000269	CHEBI:29108	461
Q76IQ9	ECO:0000269	CHEBI:29108	186
Q76IQ9	ECO:0000269	CHEBI:29108	140
P05156	ECO:0007744	CHEBI:29108	281
P05156	ECO:0007744	CHEBI:29108	283
P05156	ECO:0000269	CHEBI:29108	246
P31129	ECO:0007744	CHEBI:18420	165
P31129	ECO:0007744	CHEBI:18420	166
Q9S3V1	ECO:0000269	CHEBI:18420	16
Q7SIG7	ECO:0000269	CHEBI:18420	141
Q03304	ECO:0007744	CHEBI:190135	36
Q03304	ECO:0007744	CHEBI:190135	41
Q8U1N8	ECO:0007744	CHEBI:29035	126
P07814	ECO:0000269	CHEBI:29105	1495
P31129	ECO:0007744	CHEBI:29105	79
Q8U1Y4	ECO:0000269	CHEBI:29105	88
P05696	ECO:0000269	CHEBI:29108	187
P07374	ECO:0007744	CHEBI:49786	633
P07374	ECO:0007744	CHEBI:49786	490
C7FF04	ECO:0000269	CHEBI:23378	263
P27115	ECO:0007744	CHEBI:29035	213
P40482	ECO:0000269	CHEBI:29105	256
Q9P802	ECO:0007744	CHEBI:29105	79
Q9UIS9	ECO:0007744	CHEBI:29105	356
O58038	ECO:0007744	CHEBI:29105	3
Q9R1E6	ECO:0007744	CHEBI:29108	739
Q9VB68	ECO:0007744	CHEBI:29108	181
P09958	ECO:0000269	CHEBI:29108	179
P09958	ECO:0007744	CHEBI:29108	174
P09958	ECO:0000269	CHEBI:29108	258
P09958	ECO:0000269	CHEBI:29108	212
O58038	ECO:0000269	CHEBI:49883	128
P56275	ECO:0000269	CHEBI:23378	46
Q9UMN6	ECO:0007744	CHEBI:29105	1000
Q9UMN6	ECO:0007744	CHEBI:29105	966
Q9UMN6	ECO:0000269	CHEBI:29105	1005
Q8BW10	ECO:0007744	CHEBI:29105	264
P31896	ECO:0000269	CHEBI:49883	50
P21616	ECO:0000269	CHEBI:18420	727
O49482	ECO:0007744	CHEBI:29105	103
P81139	ECO:0007744	CHEBI:29108	192
Q38HX3	ECO:0000269	CHEBI:49883	6
Q38HX3	ECO:0000269	CHEBI:49883	3
Q38HX3	ECO:0007744	CHEBI:49883	48
O68195	ECO:0000269	CHEBI:18420	105
P0DO17	ECO:0000269	CHEBI:24875	149
P48534	ECO:0007744	CHEBI:29103	185
P48534	ECO:0000269	CHEBI:29103	180
B8ZXI1	ECO:0007744	CHEBI:29105	353
Q7LFL8	ECO:0007744	CHEBI:29105	269
Q7LFL8	ECO:0007744	CHEBI:29105	266
P63099	ECO:0007744	CHEBI:29108	102
P63099	ECO:0007744	CHEBI:29108	65
P63099	ECO:0000269	CHEBI:29108	147
P63099	ECO:0007744	CHEBI:29108	147
P63099	ECO:0007744	CHEBI:29108	63
P63099	ECO:0007744	CHEBI:29108	104
P63099	ECO:0000269	CHEBI:29108	31
P39641	ECO:0000269	CHEBI:18420	324
P00282	ECO:0000269	CHEBI:23378	132
Q5S3I3	ECO:0000269	CHEBI:24875	164
P78540	ECO:0000269	CHEBI:29035	145
Q9NY33	ECO:0000269	CHEBI:29105	455
Q51817	ECO:0000269	CHEBI:29108	341
Q51817	ECO:0007744	CHEBI:29108	1146
Q51817	ECO:0000269	CHEBI:29108	339
Q51817	ECO:0007744	CHEBI:29108	339
P53042	ECO:0007744	CHEBI:18420	242
Q8S4P9	ECO:0000269	CHEBI:23378	333
P53041	ECO:0007744	CHEBI:29035	352
P53041	ECO:0000269	CHEBI:29035	242
P53041	ECO:0007744	CHEBI:29035	427
P11101	ECO:0000269	CHEBI:29105	29
D1A7C3	ECO:0000269	CHEBI:49552	274
Q56268	ECO:0000269	CHEBI:18420	246
Q7K4Y6	ECO:0007744	CHEBI:29101	42
Q7K4Y6	ECO:0000269	CHEBI:29101	417
Q65140	ECO:0000269	CHEBI:29105	132
P15145	ECO:0007744	CHEBI:29105	406
Q8AYD0	ECO:0000269	CHEBI:29108	52
Q07954	ECO:0000269	CHEBI:29108	1080
Q9ULC6	ECO:0007744	CHEBI:29108	179
Q9ULC6	ECO:0007744	CHEBI:29108	372
P23685	ECO:0007744	CHEBI:29108	532
Q56223	ECO:0000269	CHEBI:49883	230
Q8ZRM2	ECO:0000269	CHEBI:60240	110
Q9SE42	ECO:0007744	CHEBI:60240	37
Q9SE42	ECO:0000269	CHEBI:60240	70
O93715	ECO:0000269	CHEBI:29105	107
Q96IY4	ECO:0000269	CHEBI:29105	181
B1IV40	ECO:0007744	CHEBI:29105	19
B1IV40	ECO:0007744	CHEBI:29105	103
P0DPK1	ECO:0000269	CHEBI:29105	231
A3LNL5	ECO:0007744	CHEBI:60240	249
O08600	ECO:0007744	CHEBI:18420	169
Q5ZLR5	ECO:0007744	CHEBI:190135	218
Q8UCK6	ECO:0000269	CHEBI:24875	40
D0E8I5	ECO:0000269	CHEBI:24875	161
D0E8I5	ECO:0000269	CHEBI:24875	24
P17643	ECO:0000269	CHEBI:29105	377
P17643	ECO:0000269	CHEBI:29105	224
P25304	ECO:0007744	CHEBI:29108	1898
P08902	ECO:0000269	CHEBI:29108	10
P08902	ECO:0000269	CHEBI:29108	12
P06278	ECO:0000269	CHEBI:29108	133
P06278	ECO:0007744	CHEBI:29108	133
P06278	ECO:0000269	CHEBI:29108	190
P06278	ECO:0007744	CHEBI:29108	329
P06278	ECO:0007744	CHEBI:29108	231
P0AE05	ECO:0000269	CHEBI:18420	44
P06845	ECO:0000269	CHEBI:23378	63
Q53692	ECO:0000269	CHEBI:23378	605
P0A9Q8	ECO:0007744	CHEBI:24875	737
Q5SM28	ECO:0000269	CHEBI:29105	432
A5JUY8	ECO:0000269	CHEBI:29108	307
Q99405	ECO:0000269	CHEBI:29108	279
P11607	ECO:0007744	CHEBI:18420	351
P11607	ECO:0007744	CHEBI:18420	702
Q1NAJ2	ECO:0000269	CHEBI:18420	263
P39405	ECO:0000269	CHEBI:190135	245
O24592	ECO:0007744	CHEBI:24875	347
Q9WYP7	ECO:0007744	CHEBI:29035	208
Q9Y253	ECO:0000269	CHEBI:29035	13
Q9Y253	ECO:0007744	CHEBI:29035	115
Q9Y253	ECO:0007744	CHEBI:29105	650
P10507	ECO:0000269	CHEBI:29105	150
P10507	ECO:0007744	CHEBI:29105	70
Q86Y97	ECO:0007744	CHEBI:29105	231
Q86Y97	ECO:0007744	CHEBI:29105	234
O61142	ECO:0000269	CHEBI:29108	340
Q45670	ECO:0000269	CHEBI:29108	184
P07379	ECO:0000269	CHEBI:29035	311
Q96DE0	ECO:0007744	CHEBI:29035	173
Q700D2	ECO:0007744	CHEBI:29105	161
Q700D2	ECO:0007744	CHEBI:29105	164
Q700D2	ECO:0000269	CHEBI:29105	164
Q5SK67	ECO:0007744	CHEBI:29105	57
Q9NZK7	ECO:0007744	CHEBI:29108	43
P07250	ECO:0000269	CHEBI:29108	274
P07250	ECO:0000269	CHEBI:29108	334
P07250	ECO:0007744	CHEBI:29108	334
P0ABK9	ECO:0007744	CHEBI:29108	261
A0A0H2UMY0	ECO:0007744	CHEBI:29105	256
P28039	ECO:0000269	CHEBI:29108	213
Q8TXW1	ECO:0000269	CHEBI:29105	160
Q74K42	ECO:0007744	CHEBI:29108	489
Q9WZ49	ECO:0000269	CHEBI:29105	427
B8LIX8	ECO:0000269	CHEBI:29108	30
P14151	ECO:0000269	CHEBI:29108	144
P00327	ECO:0000269	CHEBI:29105	68
Q46G04	ECO:0007744	CHEBI:49883	461
Q46G04	ECO:0007744	CHEBI:49883	79
Q46G04	ECO:0000269	CHEBI:49883	76
P00195	ECO:0000269	CHEBI:49883	9
Q9TVB8	ECO:0000269	CHEBI:24875	313
Q9I234	ECO:0000269	CHEBI:29105	173
O66188	ECO:0007744	CHEBI:49415	132
O66188	ECO:0007744	CHEBI:49415	131
P04718	ECO:0000269	CHEBI:18420	193
P56271	ECO:0007744	CHEBI:29108	210
P56271	ECO:0000269	CHEBI:29108	206
P56271	ECO:0007744	CHEBI:29108	162
Q9EYX5	ECO:0000269	CHEBI:29105	307
Q9EYX5	ECO:0000269	CHEBI:29105	166
P29499	ECO:0007744	CHEBI:60240	16
P63100	ECO:0000269	CHEBI:29108	65
P80176	ECO:0000269	CHEBI:49883	46
P41020	ECO:0000269	CHEBI:49786	249
Q9LVH4	ECO:0007744	CHEBI:29108	86
O75923	ECO:0000269	CHEBI:29108	19
O75923	ECO:0000269	CHEBI:29108	40
P14735	ECO:0007744	CHEBI:29105	108
P21327	ECO:0000269	CHEBI:18420	79
O57413	ECO:0000269	CHEBI:29105	337
O57413	ECO:0000269	CHEBI:29105	343
O59272	ECO:0000269	CHEBI:29035	157
P12821	ECO:0000269	CHEBI:29105	988
P12821	ECO:0000269	CHEBI:29105	394
P12821	ECO:0000269	CHEBI:29105	992
